Postcode,Bedrooms,2021,2022,2023,2024
2571,8,,,,1400.0
2571,U,,250.0,,
2572,0,496.0,430.0,,
2572,1,329.1666666666667,336.0,319.85714285714283,387.5
2572,2,371.3157894736842,390.0,430.42857142857144,439.64285714285717
2572,3,461.15384615384613,524.5454545454545,524.1666666666666,577.258064516129
2572,4,557.054794520548,616.7532467532468,630.1428571428571,690.506329113924
2572,5,700.0,662.5,715.0,700.0
2572,6,,,650.0,
2572,8,,1250.0,,
2572,U,,556.6666666666666,450.0,800.0
2573,1,300.0,279.0,358.8888888888889,391.42857142857144
2573,2,381.42857142857144,397.6666666666667,407.1515151515151,432.0153846153846
2573,3,451.81481481481484,503.70666666666665,523.2941176470588,562.6266666666667
2573,4,562.3636363636364,596.2571428571429,632.032967032967,688.6708074534162
2573,5,608.75,707.5,647.0,780.0
2573,6,895.0,,685.0,970.0
2573,U,,585.0,570.0,
2574,1,,252.0,395.0,330.0
2574,2,377.72727272727275,498.3333333333333,477.5,487.3333333333333
2574,3,487.0967741935484,544.6875,570.5714285714286,612.8125
2574,4,622.3333333333334,673.8,669.375,641.5625
2574,5,798.75,833.3333333333334,780.0,948.8888888888889
2574,6,,1300.0,1450.0,800.0
2574,U,,820.0,500.0,
2575,0,610.0,,,
2575,1,409.44444444444446,380.0,375.625,403.46153846153845
2575,10,203.0,,212.0,265.75
2575,2,453.3809523809524,504.0,487.1132075471698,523.8571428571429
2575,3,560.9333333333333,592.9185185185186,576.3486842105264,603.2894736842105
2575,4,740.2985074626865,790.1063829787234,716.4333333333333,763.2605042016806
2575,5,1133.0,873.0769230769231,1022.3333333333334,966.304347826087
2575,6,900.0,,1366.6666666666667,1800.0
2575,7,,,1025.0,
2575,U,,486.25,637.5,660.0
2576,1,429.09090909090907,421.8181818181818,367.0,382.05882352941177
2576,2,545.7777777777778,608.4375,585.4318181818181,570.02
2576,3,693.2056074766355,717.0194174757281,675.1428571428571,763.5396825396825
2576,4,865.6372549019608,934.7021276595744,922.2641509433962,916.9101123595506
2576,5,1150.625,1233.9285714285713,1167.75,1222.8125
2576,6,1175.0,1550.0,1537.5,1565.0
2576,U,777.5,537.5,590.0,
2577,1,346.3333333333333,383.375,390.0,426.6666666666667
2577,2,464.6666666666667,527.7659574468086,535.2739726027397,518.2857142857143
2577,3,546.4516129032259,601.8181818181819,594.9823529411765,615.7179487179487
2577,4,695.3846153846154,802.2972972972973,817.03125,753.183486238532
2577,5,920.4545454545455,917.7777777777778,976.5625,853.8333333333334
2577,6,1300.0,1100.0,1350.0,650.0
2577,7,,,1350.0,
2577,8,,,1400.0,
2577,U,,566.5,,
2578,1,300.0,,350.0,403.3333333333333
2578,2,415.0,456.6666666666667,478.75,471.25
2578,3,593.3333333333334,645.5555555555555,600.0,593.75
2578,4,651.3333333333334,676.5,727.7272727272727,797.8571428571429
2578,5,690.0,,770.0,1108.3333333333333
2578,7,,,,1250.0
2578,U,,,,620.0
2579,1,287.5,340.0,310.0,400.0
2579,2,371.42857142857144,364.1666666666667,438.75,465.8
2579,3,425.3030303030303,536.081081081081,538.3333333333334,595.5405405405405
2579,4,607.9629629629629,857.5,707.0689655172414,711.25
2579,5,690.0,1200.0,,998.5714285714286
2579,6,925.0,,600.0,1183.3333333333333
2579,7,,500.0,,
2580,1,293.04347826086956,306.8181818181818,317.5,303.0888888888889
2580,2,340.73248407643314,389.1970802919708,366.85714285714283,402.9364161849711
2580,3,402.01720430107525,437.5365296803653,464.94190871369295,482.10064239828694
2580,4,489.4976744186047,533.0725190839695,540.669014084507,559.5204460966543
2580,5,618.3333333333334,575.0,637.6086956521739,597.0454545454545
2580,6,460.0,800.0,850.0,800.0
2580,7,,1000.0,,
2580,U,428.57142857142856,524.2,500.0,700.0
2581,2,362.5,350.0,365.0,410.0
2581,3,437.5,435.0,520.0,466.0
2581,4,632.5,668.0,630.8333333333334,550.0
2581,5,350.0,350.0,700.0,641.25
2581,6,625.0,,,
2581,U,,,335.0,
2582,1,298.3333333333333,212.0,335.6666666666667,270.0
2582,2,396.8421052631579,412.5416666666667,457.9761904761905,450.325
2582,3,483.9268292682927,526.297619047619,488.8421052631579,529.7625
2582,4,636.2765957446809,711.4705882352941,691.2173913043479,662.8196721311475
2582,5,721.25,834.2857142857143,825.0,834.0
2582,6,1200.0,,520.0,
2582,7,1070.0,,,900.0
2582,U,,,570.0,695.0
2583,1,,200.0,240.0,300.0
2583,2,294.2857142857143,300.0,319.25,378.2142857142857
2583,3,333.93939393939394,354.61538461538464,388.3703703703704,415.5769230769231
2583,4,363.46153846153845,495.55555555555554,472.77777777777777,474.2857142857143
2583,5,420.0,450.0,460.0,465.0
2583,U,1060.0,,,
2584,1,,,270.0,250.0
2584,2,335.0,345.0,350.0,320.0
2584,3,,400.0,380.0,427.5
2584,4,200.0,,450.0,400.0
2584,U,,,380.0,
2585,2,250.0,,,
2585,3,223.33333333333334,350.0,405.0,317.5
2585,4,,,,480.0
2586,1,230.0,270.0,262.0,253.33333333333334
2586,2,277.5,416.6666666666667,301.25,408.8888888888889
2586,3,328.6111111111111,494.0625,410.2083333333333,430.0
2586,4,478.0,535.7142857142857,472.22222222222223,528.0
2586,5,300.0,970.0,500.0,
2586,U,,450.0,,
2587,1,150.0,,310.0,310.0
2587,2,236.42857142857142,294.0,299.0,336.6666666666667
2587,3,282.14285714285717,335.9375,344.70588235294116,395.7692307692308
2587,4,387.5,380.0,441.25,625.0
2587,5,,,500.0,520.0
2587,U,280.0,,410.0,
2588,3,,,,380.0
2590,1,,170.0,245.0,255.0
2590,2,262.72727272727275,270.88235294117646,316.25,306.9230769230769
2590,3,312.72727272727275,343.40579710144925,374.23728813559325,404.56756756756755
2590,4,383.3333333333333,408.3333333333333,447.1875,498.7931034482759
2590,5,290.0,,,500.0
2590,6,,,625.0,625.0
2590,U,280.0,,,200.0
2594,1,,172.5,246.66666666666666,216.66666666666666
2594,2,266.2962962962963,269.6190476190476,312.6190476190476,315.05555555555554
2594,3,320.1443298969072,339.7631578947368,381.6393442622951,402.86324786324786
2594,4,407.02702702702703,463.31111111111113,495.7142857142857,520.2439024390244
2594,5,440.0,413.3333333333333,505.0,506.25
2594,6,,600.0,,
2594,U,365.0,395.0,537.5,470.0
2611,2,420.0,,,450.0
2611,3,,,,595.0
2611,5,,720.0,,
2618,1,,700.0,492.5,
2618,2,550.0,460.0,,550.0
2618,3,606.25,762.5,690.0,780.0
2618,4,565.0,623.3333333333334,833.3333333333334,733.3333333333334
2618,5,875.0,1200.0,,
2619,1,175.0,,,
2619,2,485.0,549.0625,539.5652173913044,534.7368421052631
2619,3,620.2,692.7777777777778,666.2931034482758,682.0895522388059
2619,4,777.6612903225806,819.7058823529412,788.8571428571429,819.1666666666666
2619,5,778.75,1011.6666666666666,875.0,929.6153846153846
2619,6,,,1050.0,1200.0
2619,7,,,,900.0
2619,U,,750.0,600.0,
2620,0,310.0,290.0,273.3333333333333,297.5
2620,1,324.06451612903226,389.3181818181818,363.80392156862746,384.29487179487177
2620,2,437.9767441860465,496.51,503.8073394495413,501.31174089068827
2620,3,556.0860927152318,622.530612244898,619.1316526610644,630.4016853932584
2620,4,718.2530120481928,775.180790960452,762.9596412556053,770.1917293233083
2620,5,796.4583333333334,869.1071428571429,839.25,982.6666666666666
2620,6,715.0,784.5,972.5,1000.8333333333334
2620,7,,,700.0,
2620,U,556.6666666666666,472.0,539.1666666666666,
2621,1,350.0,340.0,450.0,425.0
2621,2,453.75,499.0625,472.3333333333333,506.875
2621,3,547.4444444444445,586.5384615384615,634.5588235294117,612.65625
2621,4,691.3157894736842,721.0714285714286,738.6764705882352,750.2380952380952
2621,5,791.875,859.0,845.5,845.0
2621,6,,900.0,960.0,975.0
2621,U,535.0,390.0,,
2622,1,,440.0,370.0,400.0
2622,2,410.23809523809524,392.5,440.88235294117646,458.92857142857144
2622,3,446.61290322580646,477.0,474.3103448275862,515.0
2622,4,521.0526315789474,588.6363636363636,579.2857142857143,602.5
2622,5,,725.0,900.0,850.0
2622,U,,510.0,,
2623,1,300.0,,300.0,320.0
2623,2,375.0,426.25,460.0,450.0
2623,3,469.0,484.1666666666667,461.875,490.0
2623,4,490.0,550.0,523.3333333333334,547.5
2623,U,,300.0,,
2625,1,400.0,,375.0,390.0
2625,2,,,400.0,
2626,1,,200.0,,
2626,3,390.0,450.0,460.0,
2626,4,820.0,477.5,510.0,560.0
2626,5,,,,700.0
2627,1,416.25,419.09090909090907,478.8888888888889,485.5882352941176
2627,10,2000.0,,1500.0,4350.0
2627,16,,2300.0,,
2627,2,692.9411764705883,539.8484848484849,607.1739130434783,623.6363636363636
2627,3,793.8026315789474,858.876404494382,864.1747572815534,975.2545454545455
2627,4,916.8333333333334,1068.84375,1223.2142857142858,1316.6666666666667
2627,5,880.0,1043.3333333333333,1867.5,1913.888888888889
2627,6,1150.0,800.0,2200.0,4247.5
2627,8,2250.0,1200.0,,2000.0
2627,9,,,9900.0,
2627,U,,582.0,813.3333333333334,
2628,1,550.0,382.0,566.6666666666666,518.75
2628,2,464.1666666666667,432.5,436.3636363636364,507.94117647058823
2628,3,428.75,557.3684210526316,583.1818181818181,563.3928571428571
2628,4,600.0,590.0,740.0,870.9090909090909
2628,5,750.0,700.0,2150.0,800.0
2628,6,,,,1200.0
2628,U,691.6666666666666,322.5,600.0,
2629,1,,,,380.0
2629,2,,300.0,533.3333333333334,400.0
2629,3,,,733.3333333333334,492.5
2629,4,,,665.0,843.3333333333334
2629,5,,,,690.0
2629,U,,,,920.0
2630,0,,,,380.0
2630,1,420.0,281.6666666666667,268.4166666666667,249.42857142857142
2630,2,425.0980392156863,431.27906976744185,411.3265306122449,413.55555555555554
2630,3,506.5153374233129,519.0410958904109,494.3851851851852,517.7857142857143
2630,4,615.7407407407408,654.6341463414634,623.695652173913,626.6666666666666
2630,5,696.6666666666666,809.0,602.1428571428571,621.25
2630,6,1035.0,800.0,,840.0
2630,7,2600.0,1200.0,2400.0,520.0
2630,U,,700.0,800.0,507.5
2631,2,335.0,,,
2631,3,400.0,346.6666666666667,342.85714285714283,447.5
2631,5,325.0,390.0,350.0,
2632,1,,,130.0,180.0
2632,2,256.6666666666667,277.9166666666667,300.625,323.3333333333333
2632,3,314.2105263157895,307.5,366.7857142857143,375.0
2632,4,307.14285714285717,314.0,372.5,388.8888888888889
2632,5,,,420.0,
2633,2,,,250.0,330.0
2633,3,,307.5,295.0,345.0
2633,4,285.0,220.0,400.0,
2640,0,510.0,,385.0,
2640,1,286.25,249.725,281.8888888888889,255.46296296296296
2640,11,200.0,,,
2640,2,326.52763819095475,355.1381215469613,389.57943925233644,416.4485981308411
2640,3,384.96466431095405,428.6660447761194,452.76292335115863,493.1472081218274
2640,4,481.3606557377049,529.645061728395,561.2169312169312,604.4893111638955
2640,5,534.4117647058823,643.8461538461538,605.75,678.125
2640,6,670.0,790.0,810.0,900.0
2640,U,368.0,403.6666666666667,381.1111111111111,375.0
2641,0,350.0,255.0,,
2641,1,242.5,255.0,247.77777777777777,283.3333333333333
2641,2,288.74257425742576,310.6186440677966,342.6442307692308,352.8921568627451
2641,3,352.7293233082707,403.6102362204724,421.72535211267603,463.9194139194139
2641,4,419.7524752475247,475.0,515.1287128712871,542.1904761904761
2641,5,520.0,520.75,658.3333333333334,553.3333333333334
2641,6,450.0,615.0,620.0,
2641,U,255.0,343.3333333333333,350.0,
2642,1,270.0,250.0,350.0,
2642,2,352.5,390.0,590.0,342.85714285714283
2642,3,314.03846153846155,364.8333333333333,425.0,446.6666666666667
2642,4,410.38461538461536,493.1578947368421,507.94117647058823,526.1111111111111
2642,5,335.0,570.0,536.0,
2642,6,650.0,,,
2642,U,,400.0,,
2643,1,200.0,,170.0,
2643,2,286.0,297.5,351.0,346.25
2643,3,341.7142857142857,406.02941176470586,431.07142857142856,453.3333333333333
2643,4,353.5,493.3333333333333,505.0,535.7142857142857
2643,5,400.0,,700.0,800.0
2643,6,,,570.0,
2643,U,,400.0,,
2644,2,273.3333333333333,321.6666666666667,294.0,328.0
2644,3,261.3333333333333,335.2631578947368,354.70588235294116,390.0
2644,4,275.0,403.0,451.6666666666667,407.5
2645,2,190.0,,,
2645,3,140.0,295.0,,
2645,4,,150.0,300.0,330.0
2645,U,,110.0,,
2646,1,,,270.0,275.0
2646,2,279.2307692307692,286.1764705882353,311.0416666666667,338.4375
2646,3,320.3424657534247,367.09302325581393,390.0,427.1666666666667
2646,4,329.64285714285717,377.63157894736844,416.25,493.04347826086956
2646,5,426.6666666666667,,370.0,
2646,7,,,,440.0
2646,U,,220.0,,
2647,1,,,,260.0
2647,2,330.0,320.625,358.0,364.09090909090907
2647,3,350.27777777777777,410.0,455.95238095238096,471.3888888888889
2647,4,463.125,500.0,551.1111111111111,506.875
2647,5,500.0,,,555.0
2647,U,,350.0,,
2648,1,450.0,195.0,,
2648,2,232.5,256.6666666666667,262.27272727272725,316.6666666666667
2648,3,298.27272727272725,337.5,351.8181818181818,397.0
2648,4,362.5,373.3333333333333,474.0,352.75
2648,5,,,470.0,
2649,4,310.0,310.0,,
2650,0,603.0,305.0,290.0,
2650,1,221.32558139534885,227.2463768115942,247.19480519480518,256.875
2650,2,319.6377952755906,348.56598984771574,368.3253968253968,386.8910411622276
2650,3,386.06847826086954,438.0978021978022,467.88528138528136,497.02824267782427
2650,4,484.160751565762,535.5974025974026,572.1391862955032,604.8454545454546
2650,5,474.04761904761904,522.741935483871,594.8717948717949,690.0
2650,6,950.0,,875.0,793.3333333333334
2650,7,,,800.0,675.0
2650,U,402.5,387.6470588235294,385.0,
2651,1,,,260.0,
2651,2,301.6666666666667,326.3636363636364,328.0,390.0
2651,3,362.4193548387097,416.05263157894734,440.35714285714283,490.8333333333333
2651,4,438.0952380952381,483.2352941176471,521.5151515151515,592.1212121212121
2651,U,435.0,480.0,500.0,
2652,2,232.85714285714286,230.0,300.0,319.0
2652,3,319.4642857142857,331.6666666666667,389.5833333333333,376.30434782608694
2652,4,517.1428571428571,431.875,444.2857142857143,520.0
2652,U,,230.0,350.0,
2653,1,,205.0,,
2653,2,257.14285714285717,280.0,296.1111111111111,377.6666666666667
2653,3,332.25,338.92857142857144,395.0,431.2121212121212
2653,4,333.1578947368421,379.1666666666667,405.0,483.75
2653,5,405.0,396.6666666666667,380.0,350.0
2653,U,330.0,,,
2655,2,,240.0,,
2655,3,297.5,330.0,380.38461538461536,345.0
2655,4,,,430.0,497.5
2655,6,,,,600.0
2656,1,,,,125.0
2656,2,287.5,288.75,280.0,300.0
2656,3,310.0,290.0,352.85714285714283,381.25
2656,4,355.0,310.0,400.0,480.0
2656,U,260.0,330.0,,
2658,1,240.0,250.0,272.0,300.0
2658,2,266.6666666666667,280.0,298.3333333333333,290.0
2658,3,290.0,331.6666666666667,300.0,361.1111111111111
2658,4,296.6666666666667,378.57142857142856,300.0,368.0
2658,5,350.0,330.0,460.0,660.0
2659,1,,,185.0,195.0
2659,2,,320.0,350.0,358.3333333333333
2659,3,328.57142857142856,310.7142857142857,356.25,400.90909090909093
2659,4,360.0,221.25,368.75,390.0
2659,5,300.0,550.0,,
2659,U,,175.0,,
2660,1,180.0,,,
2660,2,240.0,285.0,305.0,355.0
2660,3,284.5238095238095,330.0,355.5,390.4761904761905
2660,4,316.6666666666667,393.57142857142856,421.6666666666667,455.0
2660,5,330.0,360.0,,
2660,6,,,,600.0
2663,1,211.66666666666666,163.33333333333334,165.0,238.33333333333334
2663,2,278.57142857142856,294.8,303.1578947368421,372.82608695652175
2663,3,329.21875,357.1014492753623,387.43055555555554,409.8484848484849
2663,4,414.76190476190476,445.8695652173913,454.4642857142857,473.65384615384613
2663,5,420.0,510.0,537.5,573.3333333333334
2663,9,,,1170.0,
2663,U,313.3333333333333,354.0,,330.0
2665,1,180.0,,220.0,
2665,2,,220.0,243.33333333333334,250.0
2665,3,245.0,250.0,293.3333333333333,295.0
2665,4,157.5,220.0,180.0,250.0
2665,U,,,130.0,
2666,0,,271.0,340.0,
2666,1,214.0,175.0,345.0,303.3333333333333
2666,2,264.2105263157895,286.7647058823529,318.0,332.42857142857144
2666,3,291.74242424242425,372.43243243243245,349.3243243243243,375.8974358974359
2666,4,351.8421052631579,397.63157894736844,544.4117647058823,481.1363636363636
2666,5,420.0,320.0,457.5,450.0
2666,U,342.5,342.5,,
2668,2,,,,250.0
2668,3,190.0,,,
2669,2,,,,221.66666666666666
2669,3,133.57142857142858,140.83333333333334,215.0,206.66666666666666
2669,4,200.0,,,330.0
2671,0,195.0,,,
2671,1,166.25,250.0,280.0,285.0
2671,10,,,1500.0,
2671,2,272.0,470.0,355.0,399.2307692307692
2671,3,298.28125,554.5652173913044,461.4,444.82758620689657
2671,4,331.6666666666667,473.3333333333333,430.35714285714283,522.5
2671,5,375.0,458.75,600.0,533.3333333333334
2671,U,,240.0,220.0,
2672,1,155.0,,,
2672,2,150.0,216.66666666666666,263.3333333333333,270.0
2672,3,192.5,213.33333333333334,322.5,329.2857142857143
2672,4,,,185.0,495.0
2672,U,,200.0,,
2675,2,264.0,260.0,263.0,350.0
2675,3,320.0,338.46153846153845,356.0,360.0
2675,4,356.6666666666667,310.0,593.3333333333334,350.4
2680,0,410.0,,,
2680,1,242.85714285714286,250.8181818181818,290.0,293.0
2680,2,340.5263157894737,371.21794871794873,372.79347826086956,390.089552238806
2680,3,382.3671497584541,414.5025641025641,458.1814159292035,472.1730769230769
2680,4,438.9230769230769,485.10869565217394,506.70873786407765,565.8173076923077
2680,5,420.0,538.3333333333334,605.0,673.75
2680,6,,,750.0,
2680,8,,2000.0,2000.0,
2680,9,,,,1650.0
2680,U,375.7142857142857,429.1666666666667,403.125,441.5
2681,1,195.0,220.0,205.0,
2681,2,250.0,326.6666666666667,341.6666666666667,306.0
2681,3,362.0,367.1875,405.45454545454544,424.2307692307692
2681,4,385.0,465.0,446.25,455.55555555555554
2681,5,550.0,300.0,,
2681,U,,300.0,,
2700,1,170.0,350.0,233.75,221.66666666666666
2700,2,237.66666666666666,281.875,303.0,309.5652173913044
2700,3,278.859649122807,339.18367346938777,368.8333333333333,366.0
2700,4,306.0,340.0,398.6,416.53846153846155
2700,5,355.7142857142857,403.3333333333333,452.5,452.5
2700,6,,,,430.0
2700,U,,295.0,276.6666666666667,375.0
2701,1,165.0,230.0,187.5,215.0
2701,2,300.0,285.0,327.5,367.5
2701,3,307.85714285714283,370.23809523809524,396.1764705882353,542.75
2701,4,416.53846153846155,454.1666666666667,470.7692307692308,529.6428571428571
2701,5,500.0,420.0,527.5,520.0
2701,6,450.0,,,
2702,2,230.0,,,
2702,3,255.0,276.25,,372.5
2702,4,260.0,380.0,,
2703,2,,210.0,280.0,239.5
2703,3,309.1666666666667,342.5,357.5,313.3333333333333
2703,4,,380.0,450.0,405.0
2703,U,,310.0,360.0,
2705,1,203.33333333333334,200.0,265.0,270.0
2705,2,254.52941176470588,270.86206896551727,304.5,323.8695652173913
2705,3,308.9075630252101,349.80898876404495,378.32758620689657,389.2526315789474
2705,4,375.5681818181818,422.8222222222222,438.57142857142856,451.8867924528302
2705,5,480.0,425.0,450.0,593.3333333333334
2705,6,,273.5,390.0,
2705,U,330.0,390.0,311.4,400.0
2706,2,175.0,,230.0,
2706,3,247.14285714285714,313.0,360.8333333333333,417.5
2706,4,380.0,420.0,500.0,586.0
2706,5,,350.0,,455.0
2707,1,,,210.0,
2707,2,232.85714285714286,292.5,270.0,290.0
2707,3,257.5,281.8181818181818,333.3333333333333,350.0
2707,4,218.33333333333334,390.0,272.5,363.3333333333333
2707,5,,350.0,,
2707,U,,,300.0,
2710,1,162.5,194.0,250.0,216.36363636363637
2710,2,256.9230769230769,252.35135135135135,258.4186046511628,310.75757575757575
2710,3,293.9009009009009,308.3333333333333,356.0,407.98979591836735
2710,4,334.5,340.4347826086956,407.9166666666667,401.53846153846155
2710,5,399.0,458.3333333333333,432.5,454.0
2710,6,,,450.0,450.0
2710,U,252.5,200.0,292.5,450.0
2711,0,,30.0,,
2711,1,120.0,190.0,120.0,170.0
2711,2,190.0,275.4166666666667,233.125,217.0
2711,3,246.4814814814815,272.5,287.05882352941177,296.5
2711,4,263.75,230.0,273.3333333333333,299.0
2711,U,,,180.0,
2712,1,,,140.0,150.0
2712,2,220.5,239.0,271.25,250.0
2712,3,268.2142857142857,284.4736842105263,312.85714285714283,336.6666666666667
2712,4,423.57142857142856,343.3333333333333,360.0,386.6666666666667
2712,U,240.0,270.0,,
2713,1,,,90.0,
2713,2,187.77777777777777,172.5,242.0,240.0
2713,3,242.59259259259258,293.5135135135135,304.0,335.5769230769231
2713,4,302.0,360.875,322.5,349.375
2713,5,405.0,345.0,,425.0
2713,U,,160.0,,
2714,1,175.0,,,
2714,2,253.57142857142858,300.90909090909093,301.875,341.6666666666667
2714,3,331.8421052631579,374.5833333333333,372.95454545454544,393.46153846153845
2714,4,406.6666666666667,360.0,447.14285714285717,442.5
2714,5,310.0,,,
2714,U,420.0,,,
2715,1,,125.0,,
2715,2,202.57142857142858,256.6666666666667,322.5,293.57142857142856
2715,3,199.7,291.0,258.3333333333333,410.0
2715,4,201.66666666666666,232.5,289.0,380.0
2715,5,,600.0,,
2715,U,,650.0,,
2716,2,,260.0,280.0,140.0
2716,3,237.85714285714286,253.33333333333334,432.5,368.0
2716,4,247.5,,397.5,350.0
2716,U,200.0,,,
2717,1,,,,183.33333333333334
2717,2,235.0,232.5,,242.0
2717,3,290.0,285.0,321.42857142857144,327.5
2717,4,335.0,350.0,350.0,350.0
2720,1,265.0,262.5,271.0,268.3333333333333
2720,2,290.27777777777777,305.14285714285717,320.5882352941176,344.64285714285717
2720,3,352.0608695652174,388.27472527472526,394.92783505154637,418.0842105263158
2720,4,420.0,436.5217391304348,465.22727272727275,534.6428571428571
2720,5,550.0,623.3333333333334,563.3333333333334,555.0
2720,U,370.0,500.0,342.5,
2721,2,125.0,,,
2721,3,,125.0,,
2721,4,250.0,270.0,,200.0
2722,1,130.0,260.0,248.33333333333334,255.0
2722,2,,286.0,303.3333333333333,358.6666666666667
2722,3,323.3333333333333,359.82142857142856,392.8125,428.5
2722,4,416.42857142857144,454.5833333333333,471.42857142857144,502.3076923076923
2722,5,400.0,,,650.0
2722,U,280.0,,430.0,
2725,3,275.0,590.0,,
2725,4,290.0,,,430.0
2726,2,,220.0,,
2726,3,,350.0,475.0,461.0
2727,3,350.0,302.5,320.0,335.0
2727,4,160.0,,,
2727,U,200.0,,,
2729,1,,,200.0,
2729,2,230.0,,350.0,300.0
2729,3,261.6666666666667,316.6666666666667,432.0,416.6666666666667
2729,4,,440.0,410.0,415.0
2729,U,300.0,,,
2730,1,245.0,,,
2730,2,235.0,240.0,335.0,335.3333333333333
2730,3,283.3333333333333,327.8125,376.5,330.0
2730,4,600.0,350.0,377.5,420.0
2730,U,350.0,,,
2731,1,285.0,,336.0,303.3333333333333
2731,2,296.8181818181818,333.75,394.44444444444446,398.8709677419355
2731,3,404.93055555555554,443.25,495.3448275862069,518.1355932203389
2731,4,487.26190476190476,550.8536585365854,570.6410256410256,618.2978723404256
2731,5,568.3333333333334,700.0,,600.0
2731,U,425.0,315.0,,
2732,1,160.0,165.0,165.0,192.5
2732,2,382.5,268.3333333333333,215.0,251.25
2732,3,271.2,304.2307692307692,335.35714285714283,388.46153846153845
2732,4,255.0,287.0,295.0,313.3333333333333
2732,U,305.0,300.0,,
2733,2,97.5,,,190.0
2733,3,210.0,220.0,233.33333333333334,240.0
2733,4,140.0,,185.0,250.0
2734,4,,480.0,,
2735,3,370.0,443.3333333333333,380.0,390.0
2735,4,385.0,390.0,,400.0
2736,2,,,85.0,
2736,3,333.3333333333333,310.0,380.0,
2736,4,255.0,325.0,345.0,
2737,2,260.0,,220.0,290.0
2737,3,325.0,340.0,416.25,325.0
2737,4,,,650.0,781.6666666666666
2737,U,,,,500.0
2738,2,196.66666666666666,,232.5,450.0
2738,3,348.3333333333333,372.0833333333333,411.25,435.29411764705884
2738,4,533.5714285714286,489.0,529.0909090909091,582.5
2738,5,,,640.0,
2739,1,,230.0,200.0,
2739,2,241.66666666666666,236.66666666666666,291.6666666666667,304.1666666666667
2739,3,323.0,357.77777777777777,409.44444444444446,427.72727272727275
2739,4,350.0,493.3333333333333,553.3333333333334,556.25
2739,5,217.5,,550.0,570.0
2739,U,,280.0,,
2745,0,,350.0,,
2745,1,287.0,295.0,363.3333333333333,428.75
2745,2,362.77777777777777,403.0,429.6,549.5652173913044
2745,3,492.61951219512196,535.3724489795918,568.83,623.0528846153846
2745,4,629.8851063829787,676.7420814479638,740.2532751091703,808.6304347826087
2745,5,757.5,806.2820512820513,863.1,959.9090909090909
2745,6,932.5,1050.0,987.5,1170.0
2745,8,,200.0,816.6666666666666,1650.0
2745,U,576.6666666666666,610.0,745.0,765.0
2747,0,362.42857142857144,720.0,1500.0,
2747,1,272.71875,315.9259259259259,338.7608695652174,360.11764705882354
2747,10,,,1250.0,
2747,2,342.9825581395349,370.1055900621118,423.6102564102564,463.3979591836735
2747,3,447.5016129032258,480.30541871921184,528.045871559633,583.3765323992994
2747,4,560.1095571095572,618.8021978021978,682.9417670682731,738.4260700389106
2747,5,645.2083333333334,712.7272727272727,759.0178571428571,916.3709677419355
2747,6,684.2857142857143,1293.5714285714287,856.8181818181819,987.5
2747,7,930.0,750.0,,885.0
2747,9,,,,1100.0
2747,U,514.25,533.695652173913,500.0,681.25
2748,1,,290.0,,
2748,2,750.0,500.0,,660.0
2748,3,556.0,500.0,678.3333333333334,635.0
2748,4,,1000.0,916.6666666666666,881.6666666666666
2748,5,1200.0,500.0,1350.0,1275.0
2748,6,,1115.0,1216.6666666666667,
2748,7,,950.0,,
2748,U,,,,1023.0
2749,0,,,,750.0
2749,1,350.0,265.0,307.5,366.6666666666667
2749,2,423.38709677419354,401.2903225806452,444.375,501.5
2749,3,469.36170212765956,511.3333333333333,551.2313432835821,619.4630872483222
2749,4,620.1234567901234,655.925925925926,724.4594594594595,803.968253968254
2749,5,794.4444444444445,708.1818181818181,954.4444444444445,987.2222222222222
2749,6,1128.0,857.5,1500.0,1090.8333333333333
2749,7,1000.0,1650.0,1650.0,2000.0
2749,U,660.0,518.0,570.0,
2750,0,395.0,330.0,,302.5
2750,1,310.27272727272725,376.5625,412.8,407.475
2750,14,,600.0,,
2750,2,370.93888888888887,414.69607843137254,465.6056910569106,525.3138075313808
2750,3,454.2248520710059,497.2738095238095,543.5827922077922,599.8128834355829
2750,4,576.7440758293839,631.2954545454545,691.1090909090909,740.1506849315068
2750,5,642.8571428571429,706.25,791.0,830.5263157894736
2750,6,677.5,793.3333333333334,983.3333333333334,932.5
2750,U,465.0,546.8,462.0,
2752,1,,290.0,336.6666666666667,400.0
2752,2,368.75,398.75,445.0,447.85714285714283
2752,3,498.8235294117647,487.962962962963,656.875,591.3333333333334
2752,4,628.3333333333334,709.0909090909091,695.6140350877193,750.0
2752,5,787.5,795.0,978.125,939.2307692307693
2752,8,1200.0,,,
2752,U,580.0,490.0,350.0,
2753,1,287.72727272727275,327.77777777777777,355.0,387.0
2753,2,395.11764705882354,423.3333333333333,468.6986301369863,483.38028169014086
2753,3,483.75742574257424,533.0670103092783,569.7752808988764,609.3142857142857
2753,4,656.4864864864865,675.6818181818181,749.2941176470588,766.1764705882352
2753,5,861.25,894.4117647058823,899.375,1004.5833333333334
2753,6,600.0,1033.3333333333333,1390.0,895.0
2753,7,620.0,1050.0,887.5,1350.0
2753,9,1500.0,,,
2753,U,382.0,632.0,,667.6666666666666
2754,1,386.0,390.0,322.5,363.3333333333333
2754,2,374.4117647058824,413.0882352941176,480.9259259259259,482.02702702702703
2754,3,470.92105263157896,513.8157894736842,556.5277777777778,688.5294117647059
2754,4,645.3571428571429,695.8333333333334,719.0769230769231,902.0727272727273
